id,Número do Incidente,label,predicted,Nota1,Nota2,Comentário
2478,INC000026841002,elogio,elogio,5,5,o atendimento se deu de forma muito ágil e o executante foi muito atencioso
2479,INC000026841415,elogio,elogio,5,5,ótimo atendimento
2480,INC000026841648,elogio,elogio,5,5,excelente o atendimento
2481,INC000026841554,elogio,elogio,5,5,atendimento muito atencioso e prestativo
2482,INC000026842044,elogio,elogio,5,5,trabalho muito bem feito
2483,INC000026842593,elogio,elogio,5,5,excelente
2484,INC000026842948,elogio,elogio,5,5,ótimo atendimento
2485,INC000026843357,elogio,elogio,5,5,colaborar muito atencioso
2486,INC000026843367,elogio,elogio,5,5,excelente
2487,INC000026843452,elogio,elogio,5,5,excelente atendimento de piterson walacy
2488,INC000026843632,elogio,elogio,5,5,muito bom atendimento
2489,INC000026843647,elogio,elogio,4,5,atendimento perfeito
2490,INC000026844059,elogio,elogio,5,5,excelente atendimento
2491,INC000026844122,elogio,elogio,5,5,atendimento rápido e excelente iniciativa para organização da estação de trabalho
2492,INC000026844308,elogio,elogio,5,5,parabéns
2493,INC000026844319,elogio,elogio,5,5,atendimento cortês e eficiente
2494,INC000026844390,elogio,elogio,5,5,atencioso e dedicado
2495,INC000026844392,elogio,elogio,5,5,excelente atendimento
2496,INC000026844808,elogio,elogio,5,5,excelente qualidade no atendimento
2497,INC000026844811,elogio,elogio,5,5,"ótimo profissional. depois de várias tentativas, único profissional que resolveu o problema"
2498,INC000026844812,elogio,elogio,5,5,atendimento perfeito. o atendente não se limitou a apresentar a solução usual (corriqueira) e conseguiu resolver todo o problema inclusive informando de forma clara o que tinha ocorrido e quais as medidas a serem tomadas
2499,INC000026845549,elogio,neutro,5,5,"a atendente após o envio dos arquivos solicitados, ligou pedindo para verificar se estava de acordo, muito bom atendimento"
2500,INC000026845511,elogio,elogio,5,5,atendente muito educado e com boa vontade de resolver o problema
2501,INC000026845655,elogio,elogio,5,5,atendente muito técnico e prestativo. recomendo elogio para motivar a continuidade desse nível de atendimento
2502,INC000026845787,elogio,elogio,5,5,agradecemos o pronto atendimento. obrigada!
2503,INC000026845799,elogio,elogio,5,5,muito bem atendido
2504,INC000026845754,elogio,elogio,5,5,atendimento excelente!
2505,INC000026846050,elogio,elogio,5,5,muito bom atendimento
2506,INC000026846241,elogio,elogio,5,5,rápido e eficaz
2507,INC000026846912,elogio,elogio,5,5,rápido e eficiente
2508,INC000026846922,elogio,elogio,5,5,ótimo atendimento
2509,INC000026846939,elogio,elogio,5,5,atendente muito profissional
2510,INC000026847195,elogio,elogio,5,5,"atendimento excelente!!! objetividade, conhecimento dos procedimentos, habilidade e prestatividade"
2511,INC000026847302,elogio,elogio,5,5,técnica demonstrou conhecimento e habilidade. está de parabéns
2512,INC000026847358,elogio,elogio,5,5,apoio muito atenciosa e paciente
2513,INC000026847365,elogio,elogio,5,5,atendente muito paciente e atencioso
2514,INC000026847435,elogio,elogio,5,5,excelente atendimento local do técnico
2515,INC000026847469,elogio,elogio,5,5,bastante eficiente
2516,INC000026847472,elogio,elogio,5,5,"dos melhores atendimentos, com gentileza e competência"
2517,INC000026847560,elogio,elogio,5,5,atendente proativo
2518,INC000026847575,elogio,elogio,5,5,excelente atenção
2519,INC000026847598,elogio,elogio,5,5,excelente atendimento
2520,INC000026847980,elogio,elogio,5,5,"profissional extremamente qualificado, atendimento eficiente e eficaz. resolveu o problema rápido e a contento"
2521,INC000026847709,elogio,elogio,5,5,"alto conhecimento, dedicação e persistência, conseguindo resolver um problema que se apresentou bastante ""complexo"". muito obrigado. já estou respondendo acessando o wi-fi disponível e fora da empresa no momento"
2522,INC000026847728,elogio,elogio,5,5,obrigado pelo pronto atendimento
2523,INC000026847812,elogio,elogio,5,5,"chamado atendido rapidamente e com bastante eficiência, bem direto na solução do problema"
2524,INC000026847806,elogio,elogio,5,5,atendimento bem rapido
2525,INC000026847952,elogio,elogio,5,5,atendente muito atencioso e focado na solução do problema
2526,INC000026848022,elogio,elogio,5,5,atendente rayane muito atenciosa
2527,INC000026848137,elogio,elogio,5,5,atendimento prestado com máxima eficiência
2528,INC000026848369,elogio,elogio,5,5,o atendimento foi excelente
2529,INC000026848214,elogio,elogio,5,5,excelente atendimento
2530,INC000026848400,elogio,elogio,5,5,excelente atendimento
2531,INC000026848738,elogio,elogio,5,5,muito satisfeito com o atendimento!
2532,INC000026848886,elogio,elogio,5,5,excelente atendimento!
2533,INC000026849201,elogio,neutro,5,5,exelente
2534,INC000026849269,elogio,elogio,5,5,obrigada!
2535,INC000026849894,elogio,elogio,5,5,nos últimos tempos nunca vi um atendimento tão rápido. parabéns!
2536,INC000026849722,elogio,elogio,5,5,parabéns pela pronta rapidez em solucionar o problema. grata!
2537,INC000026850049,elogio,elogio,5,5,parabens a atendente
2538,INC000026850077,elogio,elogio,5,5,resposta rápida e eficaz ao chamado
2539,INC000026850198,elogio,elogio,5,5,excelente atendimento
2540,INC000026850153,elogio,neutro,5,1,"incidente no sap impediu a michele de resolver o problema, mas está sendo tratado a nível ""geral"". michele foi muito prestativa e competente"
2541,INC000026850146,elogio,elogio,5,5,muito bom o atendimento
2542,INC000026850275,elogio,elogio,5,5,"excelente atendimento, rápido, eficaz e objetivo"
2543,INC000026850405,elogio,elogio,5,5,muito agradecido pela ajuda
2544,INC000026850477,elogio,elogio,5,5,"parabéns, pelo comprometimento com este chamado!"
2545,INC000026850495,elogio,elogio,5,5,ótimo atendimento
2546,INC000026850887,elogio,elogio,5,5,excelente apoio/atendimento concedido pela consultora julieta
2547,INC000026850837,elogio,elogio,5,5,atendimento nata 1000
2548,INC000026850715,elogio,elogio,5,5,fui bem atendida
2549,INC000026851103,elogio,elogio,5,5,ótimo atendimento
2550,INC000026851367,elogio,elogio,5,5,o atendimento foi rápido e atencioso. obrigado
2551,INC000026851542,elogio,elogio,5,5,grato
2552,INC000026851599,elogio,elogio,5,5,atendimento rapido e eficiente
2553,INC000026851836,elogio,elogio,5,5,atendimento rápido e eficiente
2554,INC000026851618,elogio,elogio,5,5,"fui muito bem atendida e resolveu em tempo hábil. agradeço muito ao atendente samuel, excelente, parabéns pelo atendeimento"
2555,INC000026851621,elogio,elogio,5,5,a equipe se mostrou bastante ágil e atenciosa no serviço. 100% satisfeito!!!
2556,INC000026851797,elogio,elogio,5,5,"excelente, atencioso e profissional atendimento"
2557,INC000026852022,elogio,elogio,5,5,muito bem atendido
2558,INC000026851968,elogio,elogio,5,5,excelente atendimento!
2559,INC000026852265,elogio,elogio,5,5,excelente
2560,INC000026852313,elogio,elogio,5,5,ótimo atendimento
2561,INC000026852175,elogio,elogio,5,5,parabens pelo atendimento presteza e paciencia na condução da ajuda
2562,INC000026852600,elogio,elogio,5,5,obrigado pela atenção e conhecimento do técnico
2563,INC000026852747,elogio,elogio,5,5,atendimento ágil e satisfatório. merece nota 10
2564,INC000026852888,elogio,elogio,5,5,"atendimento super ágil, eficaz!"
2565,INC000026853017,elogio,elogio,5,5,atendimento excelente
2566,INC000026853135,elogio,elogio,5,5,a equipe se mostrou bastante ágil e atenciosa no atendimento. 100% satisfeito!
2567,INC000026853185,elogio,elogio,5,5,muito obrigada
2568,INC000026853228,elogio,elogio,5,5,obrigada
2569,INC000026853404,elogio,elogio,5,5,o atendente foi muito eficiente e sanou dúvidas que outros atendentes não resolveram em atendimentos anteriores
2570,INC000026853512,elogio,elogio,5,5,muito bom o atendimento!
2571,INC000026853534,elogio,elogio,5,5,muito obrigada
2572,INC000026853552,elogio,elogio,5,5,atendimento excelente!
2573,INC000026853824,elogio,elogio,5,5,muito obrigada!
2574,INC000026853821,elogio,elogio,5,5,ótimo
2575,INC000026854092,elogio,elogio,5,5,"atendente muito atencioso e dedicado, parabéns"
2576,INC000026854235,elogio,elogio,5,5,o atendimento foi rápido e eficiente
2577,INC000026854375,elogio,elogio,5,5,"excelente profissional, proativo e compreensivo."
2578,INC000026854452,elogio,elogio,5,5,o melhor atendimento da minha vida
2579,INC000026854474,elogio,elogio,5,5,bom atendimento
2580,INC000026854943,elogio,elogio,5,5,profissional paciente e técnico! agradeço a solução do problema!
2581,INC000026855000,elogio,elogio,5,5,muito atenciosa a atendente
2582,INC000026855605,elogio,elogio,5,5,fui atendida pelo thiago s silva. muito atencioso e ágil. muito obrigada pelo suporte prestado. att
2583,INC000026855496,elogio,elogio,5,5,resposta do usuário foi imediata. demonstrou domínio do conhecimento
2584,INC000026855473,elogio,elogio,5,5,atendimento rápido e preciso. muito bom
2585,INC000026856092,elogio,elogio,5,5,excelente atendimento!!!
2586,INC000026856204,elogio,elogio,5,5,parabéns a nathalia
2587,INC000026733206,elogio,elogio,5,5,tecnicos muito prestativos
2588,INC000026764969,elogio,elogio,5,5,agradeço o empenho dispensado para a solução do problema. obrigado! eonp
2589,INC000026773923,elogio,elogio,5,5,fui muito bem atendido pela equipe de plantao
2590,INC000026800463,elogio,elogio,5,5,ótimo atendimento
2591,INC000026803320,elogio,elogio,5,5,"excelente atendimento, com empatia e verificação de efetividade da solução"
2592,INC000026804895,elogio,elogio,5,5,como sempre nível de atendimento excelente
2593,INC000026806833,elogio,elogio,5,5,atendimento muito cordial e eficiente. parabéns para a atendente!
2594,INC000026808220,elogio,elogio,4,5,atendimento eficiente. parabéns!
2595,INC000026835330,elogio,elogio,5,5,excelente atendimento
2596,INC000026836257,elogio,elogio,5,5,sempre muito bem atendida pela equipe de apoio local
2597,INC000026837208,elogio,elogio,5,5,parabéns pelo atendimento
2598,INC000026837441,elogio,elogio,5,5,ótimo atendimento
2599,INC000026841099,elogio,elogio,5,5,"querida regina, muito agradecido, totalmente resolvido a contento,"
2600,INC000026842269,elogio,elogio,5,5,fui bem atendida
2601,INC000026842725,elogio,elogio,5,5,bom atendimento
2602,INC000026843521,elogio,elogio,5,5,atendimento realizado com muita eficácia e rapidez!
2603,INC000026844200,elogio,elogio,5,5,a pessoa foi muito atenciosa
2604,INC000026844651,elogio,elogio,5,5,muito obrigado
2605,INC000026845780,elogio,elogio,5,5,atendimento vip
2606,INC000026846214,elogio,elogio,5,5,"o atendimento superou minhas expectativas, em menos de 12 horas já estava com o micro instalado, pronto para uso. parabéns!"
2607,INC000026846459,elogio,elogio,5,5,agradeço a atenção e presteza do funcionário gabriel
2608,INC000026846519,elogio,elogio,5,5,rapido e eficaz!
2609,INC000026846518,elogio,elogio,5,5,a moça que me atendeu mostrou conhecimento no que fazia. nem sempre acontece
2610,INC000026847300,elogio,elogio,5,5,"gostei muito do atendimento de da atendente larena, solucionou o problema"
2611,INC000026847373,elogio,elogio,5,5,excelente atendimento
2612,INC000026848102,elogio,elogio,4,5,"fui muito bem atendido, o tempo de resposta foi totalmente satisfatório"
2613,INC000026848150,elogio,elogio,5,5,atendimento satisfatório. fui muito bem atendido
2614,INC000026848853,elogio,elogio,5,5,excelente. muito rápido
2615,INC000026849633,elogio,elogio,5,5,excelente atendimento
2616,INC000026849655,elogio,elogio,4,5,atendimento satisfatório e totalmente satisfatório
2617,INC000026850760,elogio,elogio,5,5,excelente atendimento. alan é nota 10
2618,INC000026851040,elogio,elogio,5,5,problema foi resolvido com muita eficiência
2619,INC000026850810,elogio,elogio,5,5,agilidade no atendimento
2620,INC000026850828,elogio,elogio,5,5,muito obrigada
2621,INC000026851574,elogio,elogio,5,5,obrigado pelo bom atendimento e agilidade
2622,INC000026851993,elogio,elogio,5,5,"prezados, obrigado"
2623,INC000026852325,elogio,elogio,5,5,excelente atendimento
2624,INC000026852452,elogio,elogio,5,5,atendente se mostrou essencialmente prática e cortês. parabéns! excelente atendimento!
2625,INC000026852516,elogio,elogio,5,5,excelente atendimento
2626,INC000026852643,elogio,elogio,5,5,excelente atendimento
2627,INC000026852852,elogio,elogio,5,5,excelente atendimento
2628,INC000026853302,elogio,elogio,5,5,atendente foi proativo fazendo diversas verificações e dando encaminhamento devido para correção do problema
2629,INC000026854366,elogio,elogio,5,5,serviço realizado de forma muito rápida com maestria e profissionalismo
2630,INC000026854476,elogio,elogio,5,5,"excelente atendimento prestado por profissional muito competente, srª. taciana"
2631,INC000026855042,elogio,elogio,5,5,excelente trabalho da tic
2632,INC000026855287,elogio,elogio,5,5,excelente atendimento
2633,INC000026855736,elogio,elogio,5,5,atendimento feito com presteza e simpatia
2634,INC000026855985,elogio,elogio,5,5,o profissional alexandre foi bastante atencioso e didático ao explicar o funcionamento do safeguard
2635,INC000026855773,elogio,elogio,5,5,problema resolvido com brevidade e eficiência
2636,INC000026855858,elogio,elogio,5,5,a ligação caiu e o atendente retornou. achei muito atenciosa a sua postura por conta disso
2637,INC000026856213,elogio,elogio,5,5,"a atendente me explicou que havia um software sem necessidade de licença, alternativo ao polycom. ótima orientação."
2638,INC000026856562,elogio,elogio,5,5,atendimento muito bom!
2639,INC000026856832,elogio,elogio,5,5,atendimento eficiente e eficaz
2640,INC000026856859,elogio,elogio,5,5,ótimo atendimento parabéns!
2641,INC000026856777,elogio,elogio,5,5,muito obrigado e parabéns!
2642,INC000026857083,elogio,elogio,5,5,rápido e eficiente
2643,INC000026856907,elogio,elogio,5,5,atendimento rápido e excelente
2644,INC000026857329,elogio,elogio,5,5,muito obrigado !
2645,INC000026857220,elogio,elogio,5,5,somente agradecer a total eficiencia no atendimento
2646,INC000026857379,elogio,elogio,5,5,"excelente atendimento. objetivo, certeiro e rápido. parabéns às equipes"
2647,INC000026857069,elogio,elogio,5,5,excelente!
2648,INC000026857366,elogio,elogio,5,5,excelente trabalho!
2649,INC000026857565,elogio,elogio,5,5,"a atendente mayara teles pereira rocha, sempre presta um serviço de excelência"
2650,INC000026857514,elogio,elogio,5,5,esse serviço é indispensável para o bom andamento e desenrolo do nosso serviço - parabéns - muito bom
2651,INC000026857655,elogio,elogio,5,5,parabéns pelo excelente atendimento. nota 1000
2652,INC000026857673,elogio,elogio,5,5,super atendida. atendentes está de parabéns.
2653,INC000026857721,elogio,elogio,5,5,agradeço a atenção e comprometimento do profissional
2654,INC000026857911,elogio,elogio,5,5,gostei muito do atendimento produtivo e lucrativo que teve o resultado
2655,INC000026858043,elogio,elogio,5,5,ótimo atendimento
2656,INC000026857984,elogio,elogio,5,5,"super satisfeita com o atendimento do rapaz , muito atencioso , prestativo e realizou o trabalho com calma , eficiência em um tempo hábil . ótimo prestador ."
2657,INC000026857990,elogio,elogio,5,5,atendimento satisfatório e educado. parabéns!
2658,INC000026858136,elogio,elogio,5,5,nada à comentar. (muito bom atendimento)
2659,INC000026858248,elogio,elogio,5,5,atendimento rápido e eficiente
2660,INC000026858320,elogio,elogio,5,5,o jonatas me atendeu muito bem. muito atencioso e educado. parabéns
2661,INC000026858474,elogio,elogio,5,5,"além da atendente ter sido muito cordial, ela foi além do meu chamado. resolveu outro problema, otimizando tempo. fiquei muito satisfeita"
2662,INC000026858689,elogio,elogio,5,5,atendente muito prestativa
2663,INC000026858625,elogio,elogio,5,5,equipe de parabéns
2664,INC000026858717,elogio,elogio,5,5,atendente muito prestativa
2665,INC000026858847,elogio,elogio,5,5,muito bom o atendimento. eficiente! ..parabéns!
2666,INC000026858899,elogio,elogio,5,5,excelente
2667,INC000026858861,elogio,elogio,5,5,atendimento realizado com competência e cordialidade
2668,INC000026859120,elogio,elogio,5,5,o atendimento está ótimo e bem rápido
2669,INC000026858934,elogio,elogio,5,5,atendente muito prestativo me ajudou em tudo que eu precisei. atendimento excelente
2670,INC000026859297,elogio,elogio,5,5,rápido e eficiente
2671,INC000026859195,elogio,elogio,5,5,muito bom o atendimento
2672,INC000026859233,elogio,elogio,5,5,atendimento rápido e objetivo
2673,INC000026859356,elogio,neutro,5,5,esforçado
2674,INC000026859529,elogio,elogio,5,5,atendente extremamente atencioso e prestativo. atendeu todas as minhas solicitações. ótimo atendimento
2675,INC000026859492,elogio,elogio,5,5,atendimento excelente!
2676,INC000026859366,elogio,elogio,5,5,"o rapaz que deu suporte foi de maneira explendida muito esclarecedor, não gravbei seu nome, porém resalto que o atendimento foi além do esperasdo, é um competente profissional dentro do ambiente ""ibm-notes"" e ""s.o. do windows"", nota máxima e meu especial parabens"
2677,INC000026859477,elogio,elogio,5,5,o problema foi solucionado com eficiência e celeridade
2678,INC000026859845,elogio,elogio,5,5,ótimo atendimento
2679,INC000026859674,elogio,reclamação,3,1,bom dia! o atendente foi perfeito no atendimento ao identificar o real problema: contrato encontra-se bloqueado por outro usuário. motivo pelo qual o problema não foi solucionado pelo 881. atenciosamente
2680,INC000026860215,elogio,elogio,5,5,"tudo certo, muito bom atendimento"
2681,INC000026860220,elogio,elogio,5,5,atendente mostrou agilidade e conhecimento na resolução do problema
2682,INC000026860402,elogio,elogio,5,5,"atendente com alto grau de conhecimento sobre o assunto tratado e, prestou um excelente atendimento ao cliente. meus parabéns"
2683,INC000026860570,elogio,elogio,5,5,atendimento prestado com máxima eficiência.
2684,INC000026860847,elogio,elogio,5,5,só tenho que agradecer a atenção a mim dispensada
2685,INC000026860692,elogio,elogio,5,5,atendente proativo e preocupado com a solução do incidente
2686,INC000026860752,elogio,elogio,5,5,excelente atendimento
2687,INC000026860873,elogio,elogio,5,5,rápido e eficaz
2688,INC000026860964,elogio,elogio,5,5,o atendimento foi prestado com máxima dedicação e eficiência
2689,INC000026861234,elogio,elogio,5,5,destaco que a necessidade pedida foi resolvida a contento com rapidez
2690,INC000026861351,elogio,elogio,5,5,excelente atendimento
2691,INC000026861497,elogio,elogio,5,5,excelente e atencioso
2692,INC000026861760,elogio,elogio,4,5,agradeço à atenção e orientações
2693,INC000026861825,elogio,elogio,5,5,ótimo atendimento
2694,INC000026861998,elogio,elogio,5,5,"fui muito bem atendida, com clareza e agilidade das informações"
2695,INC000026862093,elogio,elogio,5,5,chamado atendido em tempo recorde. obrigado!
2696,INC000026862100,elogio,elogio,5,5,muito obrigada pelo excelente atendimento.
2697,INC000026862159,elogio,elogio,5,5,resolveu a situação e ajudou com rapidez
2698,INC000026862162,elogio,elogio,5,5,atendimento realizado com muita presteza pelo atendente clayton
2699,INC000026862123,elogio,neutro,5,5,muito atensioso
2700,INC000026862460,elogio,elogio,5,5,"excelente trabalho, com rápido atendimento"
2701,INC000026862317,elogio,elogio,5,5,parabéns pelo atendimento prestado!
2702,INC000026862539,elogio,elogio,5,5,excelente atendimento
2703,INC000026862563,elogio,elogio,5,5,atendimento bem feito
2704,INC000026862463,elogio,elogio,5,5,"solicitação rapidamente resolvida, atendente pró-ativo"
2705,INC000026862643,elogio,elogio,5,5,agilidade na resolução da solicitação
2706,INC000026862756,elogio,elogio,5,5,ótimo atendimento. profissional muito educado e solicito. resolveu meus problemas com mínimo de tempo possível
2707,INC000026862779,elogio,elogio,5,5,"excelente serviço prestado, principalmente nas tarefas não programadas"
2708,INC000026862658,elogio,elogio,5,5,atendimento exelente
2709,INC000026862903,elogio,elogio,5,5,atendente muito atenciosa. obrigado
2710,INC000026862970,elogio,elogio,5,5,"atendimento rápido e o problema foi resolvido, grato"
2711,INC000026863322,elogio,elogio,5,5,plenamente resolvido de forma eficaz
2712,INC000026863512,elogio,elogio,5,5,ótimo atendimento
2713,INC000026863570,elogio,elogio,5,5,excelente atendimento ao problema apresentado.
2714,INC000026863724,elogio,elogio,5,5,ótimo atendidmento. solicitação atendida com sucesso
2715,INC000026863723,elogio,elogio,5,5,ótimo atendimento
2716,INC000026863654,elogio,elogio,5,5,atendentes foram extremamente educados e prestativos. o problema foi resolvido prontamente
2717,INC000026863955,elogio,elogio,5,5,ótimo atendimento!
2718,INC000026863980,elogio,elogio,5,5,excelente atendimento do wagner!
2719,INC000026864100,elogio,elogio,4,5,ótimo!
2720,INC000026864138,elogio,elogio,5,5,ótimo atendimento
2721,INC000026864419,elogio,elogio,5,5,ótimo atendimento. parabéns!
2722,INC000026864585,elogio,elogio,5,5,"atendente muito gentil, me orientou direitinho. 10 pra ele"
2723,INC000026864726,elogio,elogio,5,5,excelente atendimento!
2724,INC000026865094,elogio,elogio,5,5,fui muito bem atendida e orientada
2725,INC000026865533,elogio,elogio,5,5,perfeito atendimento
2726,INC000026865721,elogio,elogio,5,5,super atendida. atendentes está de parabéns.
2727,INC000026865903,elogio,elogio,5,5,excelente atendimento da katherine. foi direto ao ponto e resolveu o problema
2728,INC000026865761,elogio,elogio,5,5,atendente muito cortês
2729,INC000026866099,elogio,elogio,5,5,excelente atendimento
2730,INC000026866143,elogio,elogio,5,5,parabéns pelo atendimento
2731,INC000026866163,elogio,elogio,5,5,ótimo atendimento!
2732,INC000026866345,elogio,elogio,5,5,atendimento ágil e problema resolvido!
2733,INC000026589580,elogio,elogio,5,5,obrigado
2734,INC000026784433,elogio,elogio,5,5,"embora o tempo decorrido entre a abertura do chamado e o encerramento tenha sido além do tolerável, tenho que elogiar o analista alexandre machado lauredo que se dedicou bastante até conseguir resolver o problema que outros não deram solução. por este motivo dei 5 no nível de satisfação"
2735,INC000026786622,elogio,elogio,5,5,"houve muito empenho para a solução. parabéns a todos os envolvidos, que embora não tenham um script para a solução que preciso, fizeram todo o possível para atender, inclusive instalando o que a empresa fornece que é o pluggin para o oracle. excelente!"
2736,INC000026790383,elogio,elogio,5,5,"excelente atendimento, com a profissional 100% dedicada à resolução, porém reforço a necessidade de organizar a documentação do sistema ntol, pois a solução teria sido mais rápida se tivéssemos em mãos a documentação do sistema (e nele tivesse contido o processo de chaves de treinamento, que era desconhecido por todos os envolvidos da tic)"
2737,INC000026794901,elogio,elogio,5,5,atendente prestativo e cortês
2738,INC000026811971,elogio,elogio,5,5,"técnico realizou atendimento conforme solicitado, com agilidade e mantendo cliente sempre informado"
2739,INC000026814892,elogio,elogio,5,5,excelente trabalho do valmir (chave y6dj)
2740,INC000026819291,elogio,elogio,5,5,excelente atendimento
2741,INC000026819527,elogio,elogio,5,5,ótimo atendimento
2742,INC000026821321,elogio,elogio,5,5,o técnico júnior foi muito prestativo e eficiente. fiquei surpresa com a agilidade e qualidade em todo o serviço prestado
2743,INC000026821469,elogio,elogio,5,5,o problema foi solucionado rapidamente
2744,INC000026824124,elogio,elogio,5,5,atendimento muito rápido e excelente
2745,INC000026825334,elogio,elogio,5,5,agradeço a flávia pelo excelente atendimento
2746,INC000026826519,elogio,elogio,5,5,muito rápido e eficiente. parabéns!
2747,INC000026826688,elogio,elogio,5,5,parabéns pelo atendimento!
2748,INC000026826724,elogio,elogio,5,5,parabéns pelo atendimento!
2749,INC000026827052,elogio,elogio,5,5,"excelente profissional, comprometida com o trabalho. estou muito satisfeita. parabéns"
2750,INC000026827933,elogio,elogio,5,5,atendente bem atenciosa
2751,INC000026834917,elogio,elogio,5,5,atendente muito prestativo e apresentou elevado conhecimento sobre o problema apresentado
2752,INC000026836113,elogio,elogio,5,5,ok perfeito
2753,INC000026836899,elogio,neutro,5,5,teclado e drive de dvd substituídos. prontamente atendido...!!!
2754,INC000026839019,elogio,elogio,4,5,fui bem atendido
2755,INC000026841080,elogio,elogio,5,5,atendimento muito rápido e excelente
2756,INC000026845872,elogio,elogio,5,5,excelente atendimento e ainda forneceu informe relevante para gestão da futura parada!!!
2757,INC000026846762,elogio,elogio,5,5,o funcionário esforçou-se para resolver a situação
2758,INC000026849797,elogio,elogio,5,5,"ótimo ,atendimento,pedido resolvido,parabéns"
2759,INC000026850630,elogio,elogio,5,5,o chamado foi plenamente atendido. gostaria de ressaltar a seriedade e profissionalismo das atendentes angela de souza domiciano e cabrine lopo mendes na resolução do chamado
2760,INC000026850850,elogio,elogio,5,5,o atendimento foi excelente e rápido
2761,INC000026851296,elogio,elogio,4,5,"o chamado foi para indicar um pequeno problema no software e sugerir melhoria. o atendimento foi excelente, aliás todo tratamento deste chamado e dos anteriores ligado ao gpesq"
2762,INC000026851754,elogio,elogio,5,5,atendimento rápido e muito eficiente
2763,INC000026852767,elogio,elogio,5,5,excelente atendimento
2764,INC000026853128,elogio,elogio,5,5,ótimo!
2765,INC000026853671,elogio,elogio,5,5,muito bom e eficiente
2766,INC000026855434,elogio,elogio,5,5,obrigado
2767,INC000026855731,elogio,elogio,5,5,"apesar de no primeiro contato com o 881 o atendente ter dito que tratava-se de um erro da sst e eu ter que explicar que outros colegas conseguiam acessar as demanda antigas e pedir para ""subir com o problema"", pois não poderia trabalhar sem acessar o sistema corretamente e que isso estava impactando negativamente do meu trabalho, o atendimento do profissional que resolveu o problema de acesso às ssts antigas foi ótimo."
2768,INC000026857716,elogio,elogio,5,5,excelente atendimento
2769,INC000026857813,elogio,elogio,5,5,muito bom obrigado
2770,INC000026858013,elogio,elogio,5,5,ótimo atendimento
2771,INC000026858172,elogio,elogio,5,5,ótimo atendimento
2772,INC000026860642,elogio,elogio,5,5,excelente serviço. parabéns a equipe - alisson
2773,INC000026860668,elogio,elogio,5,5,"excelente atendimento! rapidez, cordialidade e disposição do técnico para resolver as situações. parabéns!"
2774,INC000026860675,elogio,elogio,5,5,agradeço a atenção e rápido atendimento
2775,INC000026861272,elogio,elogio,5,5,excelente trabalho
2776,INC000026862006,elogio,elogio,5,5,exemplar atuação do funcionário que atendeu ao chamado
2777,INC000026862172,elogio,elogio,5,5,atendimento rápido e com muita presteza
2778,INC000026862263,elogio,elogio,5,5,muito bom o atendimento
2779,INC000026862645,elogio,elogio,5,5,muito prestativo os profissionais que executaram o serviço
2780,INC000026862862,elogio,elogio,5,5,excelente atendimento!
2781,INC000026863251,elogio,elogio,5,5,"excelente atendimento, profissional super pro ativa"
2782,INC000026863504,elogio,elogio,5,5,alto grau de profissionalismo e comprometimento
2783,INC000026863458,elogio,elogio,5,5,agradeço e parabenizo a agilidade do apoio
2784,INC000026863801,elogio,elogio,5,5,"atendimento 100% satisfatório,"
2785,INC000026863876,elogio,elogio,4,5,atendimento profissional e cordial
2786,INC000026864357,elogio,elogio,5,5,tive excelente atendimento
2787,INC000026864459,elogio,elogio,5,5,equipe atenciosa
2788,INC000026864748,elogio,elogio,5,5,agilidade excelente
2789,INC000026865099,elogio,elogio,5,5,"prezados, obrigado"
2790,INC000026865300,elogio,elogio,5,5,"atendimento rápido e eficiente, como todos deveriam ser"
2791,INC000026865324,elogio,elogio,5,5,excelente atendente
2792,INC000026865920,elogio,elogio,5,5,"trabalho excelente, técnico com conhecimento e habilidade!"
2793,INC000026866246,elogio,elogio,5,5,o atendente demonstrou amplo conhecimento do assunto.
2794,INC000026866780,elogio,elogio,5,5,atendente muito prestativo
2795,INC000026867256,elogio,elogio,5,5,excelente
2796,INC000026867530,elogio,elogio,5,5,parabéns!
2797,INC000026867542,elogio,elogio,5,5,parabéns pelo atendimento!
2798,INC000026867470,elogio,elogio,5,5,ótimo atendimento
2799,INC000026867707,elogio,elogio,5,5,excelente atendimento
2800,INC000026867806,elogio,elogio,5,5,atendimento excelente!
2801,INC000026867746,elogio,elogio,5,5,muito bem atendido pelo jonatan
2802,INC000026867747,elogio,elogio,5,5,o atendente se portou muito disposto a solucionar minha solicitação e a concluiu prontamente
2803,INC000026867932,elogio,elogio,5,5,"atendimento solcitado com urgência devido ao impacto que o mesmo teve na minha atividade. o augusto consertou o microcomputador em tempo recorde, superando qualquer expectativa, parabéns!"
2804,INC000026867940,elogio,elogio,5,5,ótimo!
2805,INC000026867875,elogio,elogio,5,5,ótimo atendimento
2806,INC000026868037,elogio,elogio,5,5,parabenizo a atendente josiete que fez um excelente atendimento com muita presteza e eficiência!!!
2807,INC000026867962,elogio,elogio,5,5,eficiente!!
2808,INC000026867968,elogio,elogio,5,5,atendimento prestado com paciência e educação. obrigado!
2809,INC000026868121,elogio,elogio,5,5,serviços atendidos de forma rápida
2810,INC000026868026,elogio,elogio,5,5,obrigado pela atenção e agilidade
2811,INC000026868325,elogio,elogio,5,5,parabéns pela atenção e eficiência no atendimento da solicitação!
2812,INC000026868207,elogio,elogio,5,5,"excelente atendimento, rápido e eficaz"
